dataset	no	nbSentences	elman	perf
UD_Ancient_Greek-PROIEL	10000	10000	0	1.00000000
UD_Ancient_Greek-PROIEL	1000	1000	0	1.00000000
UD_Ancient_Greek-PROIEL	100	100	0	1.00000000
UD_Ancient_Greek-PROIEL	10	10	0	1.00000000
